"OBJECTID";"country";"wardcode";"wardname";"designated";"status";"survyear";"percancov";"standerr";"numpts";"warea"
5823;"England";"E05011218";"Belvedere";"Urban";"Completed";2020;19.33;2.28;300;4949290.0
5824;"England";"E05011219";"Bexleyheath";"Urban";"Completed";2020;19.0;2.26;300;3626160.0
5825;"England";"E05011220";"Blackfen  Lamorbey";"Urban";"Completed";2020;15.33;2.08;300;2908630.0
5826;"England";"E05011221";"Blendon  Penhill";"Urban";"Completed";2020;13.33;1.96;300;3374460.0
5827;"England";"E05011223";"Crook Log";"Urban";"Completed";2020;12.0;1.88;300;2677690.0
5828;"England";"E05011224";"East Wickham";"Urban";"Completed";2020;10.33;1.76;300;2817860.0
5829;"England";"E05011225";"Erith";"Urban";"Completed";2020;16.33;2.13;300;2412800.0
5830;"England";"E05011226";"Falconwood  Welling";"Urban";"Completed";2020;12.0;1.88;300;3261290.0
5831;"England";"E05011227";"Longlands";"Urban";"Completed";2020;14.29;2.02;301;1887350.0
5832;"England";"E05011228";"Northumberland Heath";"Urban";"Completed";2020;7.0;1.47;300;1714020.0
5833;"England";"E05011229";"St Marys  St James";"Urban";"Completed";2020;28.0;2.59;300;8748380.0
5834;"England";"E05011230";"Sidcup";"Urban";"Completed";2020;14.33;2.02;300;3990540.0
5835;"England";"E05011231";"Slade Green  Northend";"Urban";"Completed";2020;7.33;1.51;300;4327380.0
5836;"England";"E05011232";"Thamesmead East";"Urban";"Completed";2020;16.0;2.12;300;4287630.0
5837;"England";"E05011233";"West Heath";"Urban";"Completed";2020;14.0;2.0;300;2375500.0
5838;"England";"E05011234";"Aldborough";"Urban";"Completed";2020;7.0;1.47;300;8501250.0
5839;"England";"E05011235";"Barkingside";"Urban";"Completed";2020;11.96;1.87;301;1630220.0
5840;"England";"E05011236";"Bridge";"Urban";"Completed";2020;25.33;2.51;300;3453000.0
5841;"England";"E05011237";"Chadwell";"Urban";"Completed";2020;6.67;1.44;300;1556090.0
5842;"England";"E05011238";"Churchfields";"Urban";"Completed";2020;16.33;2.13;300;2016620.0
5843;"England";"E05011239";"Clayhall";"Urban";"Completed";2020;15.0;2.06;300;2533890.0
5844;"England";"E05011240";"Clementswood";"Urban";"Completed";2020;6.67;1.44;300;899725.0
5845;"England";"E05011241";"Cranbrook";"Urban";"Completed";2020;9.33;1.68;300;1491250.0
5846;"England";"E05011242";"Fairlop";"Urban";"Completed";2020;7.67;1.54;300;2871380.0
5847;"England";"E05011243";"Fullwell";"Urban";"Completed";2020;14.33;2.02;300;2770480.0
5848;"England";"E05011244";"Goodmayes";"Urban";"Completed";2020;7.0;1.47;300;1815460.0
5849;"England";"E05011245";"Hainault";"Urban";"Completed";2020;25.0;2.5;300;5654160.0
5850;"England";"E05011246";"Ilford Town";"Urban";"Completed";2020;5.77;1.32;312;1062700.0
5851;"England";"E05011247";"Loxford";"Urban";"Completed";2020;6.0;1.37;300;1068700.0
5852;"England";"E05011248";"Mayfield";"Urban";"Completed";2020;11.0;1.81;300;1862210.0
5853;"England";"E05011249";"Monkhams";"Urban";"Completed";2020;42.67;2.86;300;2796200.0
5854;"England";"E05011250";"Newbury";"Urban";"Completed";2020;11.0;1.81;300;1744290.0
5855;"England";"E05011251";"Seven Kings";"Urban";"Completed";2020;11.0;1.81;300;1816730.0
5856;"England";"E05011252";"South Woodford";"Urban";"Completed";2020;14.67;2.04;300;2040910.0
5857;"England";"E05011253";"Valentines";"Urban";"Completed";2020;14.29;1.93;329;1801670.0
5858;"England";"E05011254";"Wanstead Park";"Urban";"Completed";2020;28.33;2.6;300;4743360.0
5859;"England";"E05011255";"Wanstead Village";"Urban";"Completed";2020;20.33;2.32;300;2302660.0
6034;"England";"E05011462";"Addiscombe East";"Urban";"Completed";2020;15.5;1.81;400;1541030.0
6035;"England";"E05011463";"Addiscombe West";"Urban";"Completed";2020;13.75;1.72;400;1343500.0
6036;"England";"E05011464";"Bensham Manor";"Urban";"Completed";2020;10.5;1.53;400;1441910.0
6037;"England";"E05011465";"Broad Green";"Urban";"Completed";2020;12.25;1.64;400;1952760.0
6038;"England";"E05011466";"Coulsdon Town";"Urban";"Completed";2020;14.0;1.73;400;4522950.0
6039;"England";"E05011467";"Crystal Palace  Upper Norwood";"Urban";"Completed";2019;25.6;1.95;500;2583380.0
6040;"England";"E05011468";"Fairfield";"Urban";"Completed";2020;9.5;1.47;400;1467960.0
6041;"England";"E05011469";"Kenley";"Urban";"Completed";2019;39.0;1.84;700;5198740.0
6042;"England";"E05011470";"New Addington North";"Urban";"Completed";2020;16.75;1.87;400;1415270.0
6043;"England";"E05011471";"New Addington South";"Urban";"Completed";2020;23.64;1.81;550;2489190.0
6044;"England";"E05011472";"Norbury  Pollards Hill";"Urban";"Completed";2019;11.7;1.85;300;1340890.0
6045;"England";"E05011473";"Norbury Park";"Urban";"Completed";2019;18.3;2.23;300;2259990.0
6046;"England";"E05011474";"Old Coulsdon";"Urban";"Completed";2020;37.83;1.98;600;6937340.0
6047;"England";"E05011475";"Park Hill  Whitgift";"Urban";"Completed";2020;30.0;1.87;600;1988250.0
6048;"England";"E05011476";"Purley  Woodcote";"Urban";"Completed";2020;31.4;1.98;551;5099040.0
6049;"England";"E05011477";"Purley Oaks  Riddlesdown";"Urban";"Completed";2019;22.5;1.97;450;2452080.0
6050;"England";"E05011478";"Sanderstead";"Urban";"Completed";2020;37.88;1.54;1000;7539450.0
6051;"England";"E05011479";"Selhurst";"Urban";"Completed";2020;12.0;1.62;400;1307810.0
6052;"England";"E05011480";"Selsdon  Addington Village";"Urban";"Completed";2019;37.5;1.53;1000;5212410.0
6053;"England";"E05011481";"Selsdon Vale  Forestdale";"Urban";"Completed";2019;46.7;1.58;1002;4910980.0
6054;"England";"E05011482";"Shirley North";"Urban";"Completed";2020;18.5;1.94;400;3109980.0
6055;"England";"E05011483";"Shirley South";"Urban";"Completed";2020;35.83;1.96;600;4552010.0
6056;"England";"E05011484";"South Croydon";"Urban";"Completed";2020;32.36;1.99;550;3945430.0
6057;"England";"E05011485";"South Norwood";"Urban";"Completed";2019;12.6;1.91;300;2141820.0
6058;"England";"E05011486";"Thornton Heath";"Urban";"Completed";2019;19.0;2.26;300;1724740.0
6059;"England";"E05011487";"Waddon";"Urban";"Completed";2020;15.71;1.95;350;3921160.0
6060;"England";"E05011488";"West Thornton";"Urban";"Completed";2020;9.2;1.83;250;1971800.0
6061;"England";"E05011489";"Woodside";"Urban";"Completed";2020;13.33;1.96;300;2150910.0
